,TICID,Camera,CCD,Tmag,RA,Dec,planet,light_curve
447,3996132,2,2,8.21,140.051,-38.0812,0,TessLightCurve(TICID: 3996132)
10091,189564946,2,3,8.18,143.6687,-25.9108,0,TessLightCurve(TICID: 189564946)
12239,270627594,4,2,7.64,87.2348,-53.462,0,TessLightCurve(TICID: 270627594)
3729,55650170,4,3,10.2,73.8468,-63.4509,0,TessLightCurve(TICID: 55650170)
2637,38609673,4,3,11.19,64.9533,-65.4548,0,TessLightCurve(TICID: 38609673)
5799,133848187,3,2,8.37,121.5331,-41.7905,0,TessLightCurve(TICID: 133848187)
1193,24914757,2,2,8.0,142.3461,-35.5893,0,TessLightCurve(TICID: 24914757)
16319,345032207,1,3,8.4,152.9073,2.2214,0,TessLightCurve(TICID: 345032207)
10009,189297201,2,3,8.09,141.8645,-28.3946,0,TessLightCurve(TICID: 189297201)
7850,150321663,4,2,14.73,95.5414,-61.602,0,TessLightCurve(TICID: 150321663)
8316,167123841,4,1,10.09,96.3016,-66.4861,0,TessLightCurve(TICID: 167123841)
2297,33839723,4,4,10.61,64.8101,-72.505,0,TessLightCurve(TICID: 33839723)
19920,469351478,1,4,10.38,141.8011,0.6395,0,TessLightCurve(TICID: 469351478)
6963,144629665,2,1,9.62,121.5306,-30.5524,0,TessLightCurve(TICID: 144629665)
4869,94003407,3,1,10.38,130.7237,-48.8674,0,TessLightCurve(TICID: 94003407)
1521,25779498,2,2,12.8,145.4576,-31.2815,0,TessLightCurve(TICID: 25779498)
18229,382529139,3,4,11.12,117.6105,-61.1454,0,TessLightCurve(TICID: 382529139)
1717,29210198,3,1,6.51,132.8656,-42.5044,0,TessLightCurve(TICID: 29210198)
10951,238230578,4,4,11.27,59.4268,-72.568,0,TessLightCurve(TICID: 238230578)
4931,95864716,1,1,6.96,136.2386,-10.1217,0,TessLightCurve(TICID: 95864716)
3900,56794980,2,1,8.03,127.3601,-34.6993,0,TessLightCurve(TICID: 56794980)
14693,306665596,4,1,9.44,120.1645,-67.0473,0,TessLightCurve(TICID: 306665596)
10590,231088021,4,3,8.75,68.7216,-69.083,0,TessLightCurve(TICID: 231088021)
14326,300086597,4,1,9.71,108.1034,-70.4376,0,TessLightCurve(TICID: 300086597)
15741,339767654,3,3,10.36,111.2182,-55.762,0,TessLightCurve(TICID: 339767654)
753,13821163,1,1,10.31,134.2135,-5.9325,0,TessLightCurve(TICID: 13821163)
19996,471015190,4,1,10.59,95.995,-68.485,0,TessLightCurve(TICID: 471015190)
4223,62844832,1,3,9.9,154.7229,-2.8733,0,TessLightCurve(TICID: 62844832)
15649,332712516,1,2,9.18,150.444,-14.7242,0,TessLightCurve(TICID: 332712516)
7019,145312494,3,1,8.99,132.1021,-48.8437,0,TessLightCurve(TICID: 145312494)
9585,180984873,3,1,8.14,130.0034,-41.1126,0,TessLightCurve(TICID: 180984873)
11080,255565783,4,2,5.29,96.3212,-51.8397,0,TessLightCurve(TICID: 255565783)
2402,38033574,2,3,12.26,136.8924,-24.3024,0,TessLightCurve(TICID: 38033574)
18227,382529041,3,4,8.99,117.8,-61.2545,0,TessLightCurve(TICID: 382529041)
8249,156539266,2,1,15.63,125.0052,-26.9836,0,TessLightCurve(TICID: 156539266)
13240,281426580,3,2,9.65,110.1284,-40.9269,0,TessLightCurve(TICID: 281426580)
12596,275308895,1,3,5.3,149.7034,4.8083,0,TessLightCurve(TICID: 275308895)
18071,382041479,4,3,14.63,78.8653,-59.6191,0,TessLightCurve(TICID: 382041479)
7011,145174856,2,1,14.74,122.3276,-31.5308,0,TessLightCurve(TICID: 145174856)
10254,196461089,2,1,15.83,129.5586,-28.9674,0,TessLightCurve(TICID: 196461089)
2712,38708544,4,3,9.4,66.6153,-64.0262,0,TessLightCurve(TICID: 38708544)
5315,118759591,2,4,10.95,134.607,-18.4318,0,TessLightCurve(TICID: 118759591)
13868,293267933,4,2,11.2,98.456,-62.5388,0,TessLightCurve(TICID: 293267933)
8217,155885021,2,1,8.69,123.9184,-26.011,0,TessLightCurve(TICID: 155885021)
15076,308695364,2,4,8.3,135.3897,-14.4912,0,TessLightCurve(TICID: 308695364)
16225,344136084,3,3,10.46,108.2226,-52.3301,0,TessLightCurve(TICID: 344136084)
1116,22970720,3,2,13.62,109.18,-41.3158,0,TessLightCurve(TICID: 22970720)
1847,30189015,4,3,12.01,73.8066,-69.1104,0,TessLightCurve(TICID: 30189015)
13430,285403759,2,1,13.99,129.2146,-28.5784,0,TessLightCurve(TICID: 285403759)
2920,41110118,4,4,11.7,91.1243,-70.9527,0,TessLightCurve(TICID: 41110118)
2406,38039056,2,2,14.52,136.8272,-29.4636,0,TessLightCurve(TICID: 38039056)
15721,339672887,3,3,4.78,110.4401,-56.2529,0,TessLightCurve(TICID: 339672887)
2172,33281803,1,3,12.96,149.449,-6.1858,0,TessLightCurve(TICID: 33281803)
10518,220477688,4,3,11.25,75.7045,-59.5998,0,TessLightCurve(TICID: 220477688)
9331,177388161,4,4,10.09,104.7666,-74.6323,0,TessLightCurve(TICID: 177388161)
10251,196428622,2,1,14.59,129.4972,-27.6505,0,TessLightCurve(TICID: 196428622)
2784,38828734,4,3,11.13,68.557,-63.3111,0,TessLightCurve(TICID: 38828734)
6775,142788010,1,4,11.13,138.2136,-0.1158,0,TessLightCurve(TICID: 142788010)
5950,140080455,3,1,10.2,126.4692,-48.0858,0,TessLightCurve(TICID: 140080455)
2203,33321190,1,2,13.85,150.1969,-7.5586,0,TessLightCurve(TICID: 33321190)
148,1141827,2,4,10.84,130.7286,-15.1853,0,TessLightCurve(TICID: 1141827)
15704,339636336,3,3,9.7,110.1914,-55.026,0,TessLightCurve(TICID: 339636336)
13157,279572280,4,2,9.6,106.0719,-58.0806,0,TessLightCurve(TICID: 279572280)
14914,308308548,3,4,11.61,120.232,-61.3371,0,TessLightCurve(TICID: 308308548)
1366,25278209,2,2,15.38,143.6085,-31.8328,0,TessLightCurve(TICID: 25278209)
7852,150322340,4,2,5.94,95.6289,-60.2183,0,TessLightCurve(TICID: 150322340)
12108,270205941,2,1,7.18,126.4572,-29.9322,0,TessLightCurve(TICID: 270205941)
8020,151611362,2,1,3.35,119.0946,-30.2847,0,TessLightCurve(TICID: 151611362)
7219,149037841,4,3,11.36,78.43,-62.962,0,TessLightCurve(TICID: 149037841)
11957,265438964,1,4,9.29,134.3278,5.8182,0,TessLightCurve(TICID: 265438964)
6510,141735184,3,1,9.68,129.844,-47.6963,0,TessLightCurve(TICID: 141735184)
17877,374909017,4,2,10.52,88.8577,-64.8005,0,TessLightCurve(TICID: 374909017)
19602,434415924,2,4,12.61,127.9726,-19.6227,0,TessLightCurve(TICID: 434415924)
6488,141683400,4,4,11.59,90.0099,-72.1883,0,TessLightCurve(TICID: 141683400)
8064,152578349,2,1,14.96,120.1154,-31.3667,0,TessLightCurve(TICID: 152578349)
16007,340459119,3,4,11.14,115.6934,-58.9773,0,TessLightCurve(TICID: 340459119)
13722,290474851,1,4,10.58,139.0463,1.6804,0,TessLightCurve(TICID: 290474851)
1215,25056647,2,2,8.28,142.7984,-31.4932,0,TessLightCurve(TICID: 25056647)
6515,141754291,4,4,12.29,90.99,-76.7867,0,TessLightCurve(TICID: 141754291)
3627,55478102,4,3,11.81,71.1642,-63.4237,0,TessLightCurve(TICID: 55478102)
2350,37372474,2,2,13.83,134.6681,-27.4976,0,TessLightCurve(TICID: 37372474)
18579,389925842,4,4,9.8,87.7243,-71.9667,0,TessLightCurve(TICID: 389925842)
2546,38516573,4,3,10.05,62.9686,-65.5266,0,TessLightCurve(TICID: 38516573)
3438,54774187,1,1,8.62,130.2131,-10.3126,0,TessLightCurve(TICID: 54774187)
17998,380037612,3,3,8.32,109.9484,-52.7979,0,TessLightCurve(TICID: 380037612)
11247,260002934,4,2,10.48,91.12,-58.6753,0,TessLightCurve(TICID: 260002934)
1274,25116013,4,3,9.44,61.1138,-67.1701,0,TessLightCurve(TICID: 25116013)
6464,141622119,4,4,11.03,89.0289,-73.2942,0,TessLightCurve(TICID: 141622119)
4628,79793854,3,2,9.48,120.754,-42.2519,0,TessLightCurve(TICID: 79793854)
2667,38678868,4,3,8.15,65.4048,-62.1219,0,TessLightCurve(TICID: 38678868)
14785,306935011,4,1,10.84,122.8324,-68.1148,0,TessLightCurve(TICID: 306935011)
2924,41173156,4,4,8.56,91.4813,-69.4618,0,TessLightCurve(TICID: 41173156)
10650,231617723,2,1,14.22,128.0577,-25.063,0,TessLightCurve(TICID: 231617723)
15004,308543309,4,1,9.63,121.1262,-63.7884,0,TessLightCurve(TICID: 308543309)
17635,364421326,4,1,8.13,119.573,-63.1315,0,TessLightCurve(TICID: 364421326)
8372,167306694,4,1,10.53,98.3176,-67.7582,0,TessLightCurve(TICID: 167306694)
10724,237934953,4,3,9.14,58.9092,-61.5534,0,TessLightCurve(TICID: 237934953)
9754,184901855,3,1,7.79,128.1273,-40.2087,0,TessLightCurve(TICID: 184901855)
13616,289482658,2,4,9.01,131.349,-14.1097,0,TessLightCurve(TICID: 289482658)
18423,386519808,2,3,10.4,144.4438,-17.789,0,TessLightCurve(TICID: 386519808)
18279,382630542,4,1,4.52,118.6226,-61.8716,0,TessLightCurve(TICID: 382630542)
1691,28793051,3,1,4.88,131.8286,-46.1554,0,TessLightCurve(TICID: 28793051)
4999,96098142,1,2,13.05,146.9788,-6.2416,0,TessLightCurve(TICID: 96098142)
10130,189993991,3,1,8.09,132.216,-40.2915,0,TessLightCurve(TICID: 189993991)
17168,350585491,4,2,14.54,87.1458,-54.8448,0,TessLightCurve(TICID: 350585491)
11844,262736216,1,3,7.91,149.3757,5.1033,0,TessLightCurve(TICID: 262736216)
10657,231739493,4,4,14.48,67.3018,-74.9209,0,TessLightCurve(TICID: 231739493)
15766,339857660,3,3,9.94,111.4814,-54.4356,0,TessLightCurve(TICID: 339857660)
1389,25378085,2,2,10.36,143.8936,-30.5032,0,TessLightCurve(TICID: 25378085)
16217,344029878,3,3,8.04,107.9202,-51.2977,0,TessLightCurve(TICID: 344029878)
1726,29425758,3,1,5.89,132.9583,-44.1509,0,TessLightCurve(TICID: 29425758)
3143,47055672,1,2,8.3,144.1502,-10.8015,0,TessLightCurve(TICID: 47055672)
7270,149156139,4,3,11.46,81.3097,-62.6095,0,TessLightCurve(TICID: 149156139)
15606,332635187,1,1,9.75,137.1246,-14.9359,0,TessLightCurve(TICID: 332635187)
5915,139799145,3,1,9.67,126.9317,-43.7178,0,TessLightCurve(TICID: 139799145)
15132,308919449,4,1,9.79,122.6181,-65.8524,1,TessLightCurve(TICID: 308919449)
6801,143152175,3,2,9.42,117.0345,-42.9411,0,TessLightCurve(TICID: 143152175)
82,972858,1,4,8.76,136.186,-1.1291,0,TessLightCurve(TICID: 972858)
3588,55401965,4,3,10.55,78.036,-61.4248,0,TessLightCurve(TICID: 55401965)
5677,131252593,3,2,8.76,117.8553,-41.3328,0,TessLightCurve(TICID: 131252593)
14630,302968021,4,4,10.1,63.3563,-79.06,0,TessLightCurve(TICID: 302968021)
7150,146776480,2,1,10.46,124.357,-34.4673,0,TessLightCurve(TICID: 146776480)
6843,143403396,1,3,8.55,155.0926,-2.7022,0,TessLightCurve(TICID: 143403396)
1211,24972409,2,2,14.14,142.6877,-32.1657,0,TessLightCurve(TICID: 24972409)
646,11932743,2,2,11.94,146.1005,-32.3024,0,TessLightCurve(TICID: 11932743)
12085,269901719,4,4,10.59,70.9545,-81.4271,0,TessLightCurve(TICID: 269901719)
17135,350560959,4,2,9.73,86.5005,-59.1759,0,TessLightCurve(TICID: 350560959)
2939,41256040,4,4,10.5,92.0729,-69.1721,0,TessLightCurve(TICID: 41256040)
2274,33833289,4,4,5.22,63.6291,-75.808,0,TessLightCurve(TICID: 33833289)
13266,281577119,3,4,10.67,114.3208,-57.8284,0,TessLightCurve(TICID: 281577119)
19265,410900691,3,3,8.01,107.1553,-48.9448,0,TessLightCurve(TICID: 410900691)
13089,279424511,4,2,11.99,105.0085,-58.8179,0,TessLightCurve(TICID: 279424511)
1968,30974214,3,1,14.4,135.1334,-42.8802,0,TessLightCurve(TICID: 30974214)
13135,279513662,3,3,10.78,105.772,-56.178,0,TessLightCurve(TICID: 279513662)
13230,281233905,1,4,9.96,140.3843,-1.1594,0,TessLightCurve(TICID: 281233905)
8757,173957871,3,2,5.59,113.4925,-39.9055,0,TessLightCurve(TICID: 173957871)
3665,55523561,4,3,8.05,72.0655,-62.4282,0,TessLightCurve(TICID: 55523561)
2659,38634757,4,3,9.31,65.0082,-64.7994,0,TessLightCurve(TICID: 38634757)
6405,141526547,4,4,8.02,87.1266,-76.5434,0,TessLightCurve(TICID: 141526547)
6735,142144915,4,4,10.68,99.8824,-74.3296,0,TessLightCurve(TICID: 142144915)
1230,25063296,4,4,10.53,60.0683,-71.2316,0,TessLightCurve(TICID: 25063296)
5888,134645611,3,2,10.42,122.691,-40.8535,0,TessLightCurve(TICID: 134645611)
4160,62649610,1,2,9.38,142.6852,-4.9595,0,TessLightCurve(TICID: 62649610)
3449,54781665,1,1,14.46,130.3752,-11.7453,0,TessLightCurve(TICID: 54781665)
12514,272548575,4,1,8.16,121.853,-72.156,0,TessLightCurve(TICID: 272548575)
14193,296726161,2,3,9.69,141.938,-17.0811,0,TessLightCurve(TICID: 296726161)
19805,455269377,1,3,10.31,146.139,2.1843,0,TessLightCurve(TICID: 455269377)
429,3449798,2,2,6.23,139.233,-40.1165,0,TessLightCurve(TICID: 3449798)
5255,118206384,2,4,8.11,129.1495,-20.0295,0,TessLightCurve(TICID: 118206384)
2513,38506944,4,3,8.36,61.9742,-60.5242,0,TessLightCurve(TICID: 38506944)
2647,38633445,4,3,11.73,65.0947,-60.8717,0,TessLightCurve(TICID: 38633445)
13139,279514464,3,3,9.1,105.8398,-55.0935,0,TessLightCurve(TICID: 279514464)
15396,315098279,2,3,10.7,145.2334,-29.4772,0,TessLightCurve(TICID: 315098279)
12538,275178576,1,4,10.08,143.2883,0.6985,0,TessLightCurve(TICID: 275178576)
1134,24439354,2,2,12.6,140.8006,-31.7556,0,TessLightCurve(TICID: 24439354)
12359,271640245,4,1,10.83,108.7972,-72.214,0,TessLightCurve(TICID: 271640245)
12720,277767532,1,3,10.51,154.1066,3.903,0,TessLightCurve(TICID: 277767532)
1332,25158216,2,2,13.84,143.2265,-31.9581,0,TessLightCurve(TICID: 25158216)
5558,128736887,2,1,8.31,118.3885,-29.7343,0,TessLightCurve(TICID: 128736887)
13786,290609036,1,4,7.78,140.3345,5.5039,0,TessLightCurve(TICID: 290609036)
8212,155814494,2,1,13.35,123.9128,-28.5995,0,TessLightCurve(TICID: 155814494)
10447,220422226,4,3,9.53,72.0956,-57.8726,0,TessLightCurve(TICID: 220422226)
4701,81543065,3,2,9.45,123.2837,-44.2785,0,TessLightCurve(TICID: 81543065)
3988,60619527,1,1,5.45,137.9638,-6.9796,0,TessLightCurve(TICID: 60619527)
8494,167603396,4,2,11.3,101.8995,-60.0375,0,TessLightCurve(TICID: 167603396)
10533,229838097,2,3,8.54,137.7524,-19.4831,0,TessLightCurve(TICID: 229838097)
8459,167550778,4,1,10.91,100.8366,-65.6543,0,TessLightCurve(TICID: 167550778)
7918,150427005,3,2,7.59,117.5,-35.1079,0,TessLightCurve(TICID: 150427005)
12167,270488574,1,4,10.46,135.6292,5.5474,0,TessLightCurve(TICID: 270488574)
11805,262687961,1,3,8.81,148.7287,4.8611,0,TessLightCurve(TICID: 262687961)
15993,340360114,3,4,15.35,115.4702,-57.1457,0,TessLightCurve(TICID: 340360114)
17484,358464244,3,4,12.37,118.8323,-61.0722,0,TessLightCurve(TICID: 358464244)
11882,264872589,3,4,10.64,117.8236,-58.7885,0,TessLightCurve(TICID: 264872589)
426,3307278,3,1,13.29,139.0423,-41.9435,0,TessLightCurve(TICID: 3307278)
12297,270771392,1,4,10.14,137.7423,3.6036,0,TessLightCurve(TICID: 270771392)
18417,386500642,1,2,8.5,144.3092,-12.2165,0,TessLightCurve(TICID: 386500642)
9405,178876755,1,3,10.22,151.4561,-3.6055,0,TessLightCurve(TICID: 178876755)
13274,281581798,3,4,12.44,115.9393,-60.7385,0,TessLightCurve(TICID: 281581798)
14353,300158616,4,1,10.38,108.8253,-69.2726,0,TessLightCurve(TICID: 300158616)
7875,150359325,4,2,10.51,96.146,-60.1502,0,TessLightCurve(TICID: 150359325)
15802,339956685,3,3,10.03,112.3117,-55.5968,0,TessLightCurve(TICID: 339956685)
1844,30185650,4,3,10.36,73.59,-68.0016,0,TessLightCurve(TICID: 30185650)
17914,375036675,4,1,10.38,99.5564,-65.6059,0,TessLightCurve(TICID: 375036675)
5493,123700977,3,2,10.07,115.6778,-44.3993,0,TessLightCurve(TICID: 123700977)
4523,77643964,1,3,8.24,154.0207,-2.1867,0,TessLightCurve(TICID: 77643964)
17182,350621055,4,2,9.26,87.5822,-59.3843,0,TessLightCurve(TICID: 350621055)
18630,391904670,4,1,8.9,106.4555,-72.6024,0,TessLightCurve(TICID: 391904670)
19699,447919253,3,1,8.67,135.7504,-42.8843,0,TessLightCurve(TICID: 447919253)
14680,306580862,4,1,10.47,119.5519,-67.9455,0,TessLightCurve(TICID: 306580862)
6272,141183894,4,4,10.15,81.5188,-73.1243,0,TessLightCurve(TICID: 141183894)
5738,132445617,3,2,8.03,119.5504,-39.6131,0,TessLightCurve(TICID: 132445617)
13495,286098292,1,4,9.6,138.3296,5.6639,0,TessLightCurve(TICID: 286098292)
2400,38033011,2,3,12.88,136.6596,-24.1858,0,TessLightCurve(TICID: 38033011)
11678,261207354,4,4,10.04,88.0619,-78.1851,0,TessLightCurve(TICID: 261207354)
2042,31486920,3,1,14.28,136.3381,-42.7761,0,TessLightCurve(TICID: 31486920)
9945,187252958,2,2,13.33,135.1507,-35.491,0,TessLightCurve(TICID: 187252958)
15361,312188512,1,4,9.94,141.2962,6.3092,0,TessLightCurve(TICID: 312188512)
14765,306895365,4,1,12.98,122.0567,-71.954,0,TessLightCurve(TICID: 306895365)
6045,140598225,4,4,10.87,68.6252,-76.2755,0,TessLightCurve(TICID: 140598225)
4969,95996550,1,2,8.73,145.9527,-9.9912,0,TessLightCurve(TICID: 95996550)
17909,375034775,4,2,13.77,99.6258,-61.9267,0,TessLightCurve(TICID: 375034775)
15874,340065512,3,4,9.28,113.2832,-57.7948,0,TessLightCurve(TICID: 340065512)
17486,358464396,3,4,11.63,118.8799,-60.9474,0,TessLightCurve(TICID: 358464396)
19219,410450260,3,4,9.24,117.9884,-60.3843,0,TessLightCurve(TICID: 410450260)
9434,179124163,4,4,9.68,79.4561,-71.9236,0,TessLightCurve(TICID: 179124163)
60,917746,1,4,10.55,135.9834,0.0005,0,TessLightCurve(TICID: 917746)
17000,350297825,4,2,12.65,83.7107,-58.028,0,TessLightCurve(TICID: 350297825)
19222,410450507,3,4,10.15,117.9648,-60.1588,0,TessLightCurve(TICID: 410450507)
16498,348841387,4,2,13.98,98.9867,-58.9513,0,TessLightCurve(TICID: 348841387)
9077,176871672,4,4,12.12,100.4931,-74.3637,0,TessLightCurve(TICID: 176871672)
6973,144714028,3,1,11.01,131.1226,-50.7742,0,TessLightCurve(TICID: 144714028)
9251,177242696,4,4,9.53,101.4844,-73.2622,0,TessLightCurve(TICID: 177242696)
5157,114745045,1,1,9.84,131.9274,-12.3543,0,TessLightCurve(TICID: 114745045)
2044,31505975,4,4,10.02,88.8495,-71.4338,0,TessLightCurve(TICID: 31505975)
17286,350840554,4,2,9.15,89.8404,-54.8709,0,TessLightCurve(TICID: 350840554)
13295,281637249,3,4,10.55,117.0595,-60.2227,0,TessLightCurve(TICID: 281637249)
13598,289409768,2,4,13.03,131.1599,-13.9798,0,TessLightCurve(TICID: 289409768)
12223,270580961,1,4,10.17,136.5044,3.908,0,TessLightCurve(TICID: 270580961)
6536,141770121,4,4,11.43,91.8745,-76.5178,0,TessLightCurve(TICID: 141770121)
14540,300705632,4,1,8.89,114.7639,-66.7219,0,TessLightCurve(TICID: 300705632)
4331,75145437,3,1,7.61,138.5335,-42.4676,0,TessLightCurve(TICID: 75145437)
12111,270390373,1,4,8.96,134.8075,2.6152,0,TessLightCurve(TICID: 270390373)
16901,349968807,4,1,11.82,114.3889,-61.4946,0,TessLightCurve(TICID: 349968807)
16936,350031852,3,4,10.32,115.1524,-60.1361,0,TessLightCurve(TICID: 350031852)
17903,375033146,4,2,11.95,99.1796,-60.7406,0,TessLightCurve(TICID: 375033146)
18958,405451488,1,2,10.65,143.2075,-12.4484,0,TessLightCurve(TICID: 405451488)
3028,46767887,1,2,9.92,141.5474,-8.8912,0,TessLightCurve(TICID: 46767887)
19642,437155738,2,4,14.4,123.4134,-19.5174,0,TessLightCurve(TICID: 437155738)
16476,348833448,1,1,12.85,134.6258,-14.0789,0,TessLightCurve(TICID: 348833448)
15239,309717743,4,1,11.12,126.1026,-65.8746,0,TessLightCurve(TICID: 309717743)
7639,150028806,4,2,8.2,90.8916,-62.1985,0,TessLightCurve(TICID: 150028806)
16306,344956162,1,3,8.84,152.1634,4.5088,0,TessLightCurve(TICID: 344956162)
17240,350740600,4,2,10.95,88.6649,-55.5392,0,TessLightCurve(TICID: 350740600)
8758,173958609,3,2,14.27,113.3905,-39.5185,0,TessLightCurve(TICID: 173958609)
11347,260239455,4,2,10.97,93.4205,-59.459,0,TessLightCurve(TICID: 260239455)
343,1677782,1,4,9.8,131.6948,-0.0529,0,TessLightCurve(TICID: 1677782)
5426,123105281,3,2,5.04,113.6821,-44.6918,0,TessLightCurve(TICID: 123105281)
12344,271595974,4,4,8.36,108.2766,-74.1379,0,TessLightCurve(TICID: 271595974)
11499,260505542,4,2,8.19,96.7452,-55.0331,0,TessLightCurve(TICID: 260505542)
8965,176400189,2,4,8.68,131.7367,-21.6668,0,TessLightCurve(TICID: 176400189)
4706,81614523,3,1,6.86,123.5223,-46.9175,0,TessLightCurve(TICID: 81614523)
15416,319258261,4,3,7.82,60.0574,-62.9016,0,TessLightCurve(TICID: 319258261)
15101,308749189,4,1,10.45,122.1463,-64.0623,0,TessLightCurve(TICID: 308749189)
13917,293604479,1,2,9.9,149.5685,-12.2577,0,TessLightCurve(TICID: 293604479)
9672,182741573,3,2,10.32,124.2688,-40.2814,0,TessLightCurve(TICID: 182741573)
15229,309702035,4,3,11.84,79.7157,-65.6896,0,TessLightCurve(TICID: 309702035)
5893,134856718,3,2,3.46,122.8395,-39.6186,0,TessLightCurve(TICID: 134856718)
5005,96103977,1,2,8.03,147.1335,-11.5335,0,TessLightCurve(TICID: 96103977)
6763,142753454,1,1,9.74,138.0804,-4.4282,0,TessLightCurve(TICID: 142753454)
